trait_Zodiac,token_id,trait_Nose,trait_Eyes,trait_Body,trait_Head,trait_Mouth,trait_Sign,trait_Matching Set,trait_Totem,rarity_score
Mapcross,2708,Smallpig,Coolglasses,Magnum,Babylon,Smoke,Sign,-1,-1,145.03297406612612
Exwife,3514,Zigzag,Cry,Doctor,Goblin,Teethy,Sign,-1,-1,145.02863492153958
Overconsume,2997,Ruffo,Lens,Boobs,Sailor,Orc,Sign,-1,-1,145.0200353926809
Iguana,7461,Booger,Feelings,Hooligan,Can,Cortes,Sign,-1,-1,145.00882280915417
Therapist,3091,Teenager,Stereo,Haminguay,Sailor,Lui,Sign,-1,-1,144.99884816906516
Mapcross,1018,David,Wide,Skeleton,Babylon,Scar,Sign,-1,-1,144.99628222424948
Cockroach,6112,Pierced,Ping,Army,Hugo,Butthead,Sign,-1,-1,144.9827917275319
Oldporn,7736,Ruffo,Mutated,Hairy,Malett,Chappy,Sign,-1,-1,144.9527305368674
Plastico,4708,Pinoccio,Smoky,VDV,Beaten,Pierced,Sign,-1,-1,144.92363468355686
Rottenbottle,2803,Beated,Mutated,Blooded,Beaten,Wong,Sign,-1,-1,144.9184216080964
Mapcross,4643,Beated,Lens,Shirt,Sailor,Rolling stone,Sign,-1,-1,144.89904516488278
Halfburger,5502,Pierced,Cyber,Redisco,Hugo,Leo,Sign,-1,-1,144.8908877260989
Mapcross,5981,Alex,Coolglasses,Cuted,Bold,Wong,Sign,-1,-1,144.87627742975408
Nail,3668,Plagued,Tripple,Hooligan,Beaten,Texas,Sign,-1,-1,144.86597591446358
Poisoned,3922,Sticked,Comix,Haminguay,Beaten,Cat,Sign,-1,-1,144.86245521795482
Nail,7189,Ruffo,Mutated,Army,Malett,Teethy,Sign,-1,-1,144.8583297756613
Plastico,1584,Booger,Mutated,Magnum,Nipple,Clown,Sign,-1,-1,144.85687380226662
Deadcop,244,Sticked,Crybaby,VDV,Hugo,Orc,Sign,-1,-1,144.85440210942497
Spider,6001,Bushes,Robo,Boobs,Beaten,Smoke,Sign,-1,-1,144.8505336152053
Halfburger,6466,Vata,Kitty,Office,Hugo,Hellraiser,Sign,-1,-1,144.84220292702022
Spider,4518,David,Beaten,Armored,Sailor,Bender,Sign,-1,-1,144.83179421401078
Exwife,5223,David,Blacky,Shirt,Nipple,Disgust,Sign,-1,-1,144.82676921425033
Cockroach,2023,Rat,Cry,Skeleton,Goblin,Teethy,Sign,-1,-1,144.8148562307727
Overconsume,2596,Booger,Stereo,Magnum,Babylon,Smile,Sign,-1,-1,144.81332474074082
Worm,4259,Teenager,Tripple,Cuted,Malett,Leo,Sign,-1,-1,144.8128710612526
Deadcop,2150,Alex,Rage,Office,Gman,Poker,Sign,-1,-1,144.80282279843254
Exwife,5686,Zigzag,Out,Magnum,Can,Disgust,Sign,-1,-1,144.8016692873532
Halfburger,5065,Bigppig,Pirato,Hooligan,Hugo,Orc,Sign,-1,-1,144.80151139373152
Halfburger,1630,Plaster,Cry,Golden,Punk,Rolling stone,Sign,-1,-1,144.78379453854876
Exwife,2757,Bigppig,Gentlemen,Skeleton,Sailor,Disgust,Sign,-1,-1,144.77551613942816
Iguana,2124,Bull,Rage,Redisco,Sailor,Wong,Sign,-1,-1,144.7649104074558
Poisoned,494,Plastered,Gentlemen,Haminguay,Punk,Chi,Sign,-1,-1,144.76433988951004
Worm,6190,Alex,Cry,Shirt,Hugo,Teethout,Sign,-1,-1,144.75699822878065
Therapist,6785,Plaster,Stringed,Army,Bold,Clown,Sign,-1,-1,144.7530063363779
Nail,6860,Bigppig,Cyber,Armored,Sailor,Rolling stone,Sign,-1,-1,144.7511086514107
Mapcross,1298,Smallpig,Beaten,Redisco,Gman,Smoke,Sign,-1,-1,144.74075707744515
Overconsume,669,David,Robo,Urka,Nipple,Rolling stone,Sign,-1,-1,144.73546319026576
Therapist,1582,David,Blacky,Office,Babylon,Teethy,Sign,-1,-1,144.7242307167104
Poisoned,4448,Bigppig,Rage,Shirt,Babylon,Poker,Sign,-1,-1,144.71996009768603
Deadcop,5355,Plagued,Gentlemen,Magnum,Punk,Cortes,Sign,-1,-1,144.7072295600453
Hoock,6995,Plastered,Stereo,Hooligan,Gman,Poker,Sign,-1,-1,144.69996777307227
Worm,7044,David,Tripple,Armored,Can,Ugly,Sign,-1,-1,144.69594233947765
Rottenbottle,4374,Rat,Crybaby,Shirt,Buddha,Wong,Sign,-1,-1,144.68320327700647
Worm,2253,Devil,Tripple,Rotten,Cap,Teethout,Sign,-1,-1,144.66949349233383
Poisoned,5929,Plagued,Wide,Cuted,Malett,Bender,Sign,-1,-1,144.62723147412655
Iguana,5927,David,Stringed,Shirt,Babylon,Scar,Sign,-1,-1,144.61565416063436
Deadcop,3110,Alex,Mutated,Golden,Buddha,Lui,Sign,-1,-1,144.60245725464273
Worm,1624,Sticked,Smoky,Golden,Bold,Leo,Sign,-1,-1,144.59482637982822
Halfburger,7954,Plagued,Tripple,Blooded,Buddha,Teethy,Sign,-1,-1,144.57067998662876
Hoock,7830,Alex,Mutated,Cuted,Babylon,Chappy,Sign,-1,-1,144.55291133105618
Hoock,3089,David,Coolglasses,Hoodie,Can,Rolling stone,Sign,-1,-1,144.55281775479148
Halfburger,2243,Bigppig,Stringed,Boobs,Beaten,Yakubovich,Sign,-1,-1,144.54896200536794
Poisoned,6769,Devil,Comix,Redisco,Gman,Rolling stone,Sign,-1,-1,144.54432270419056
Worm,6009,Beavis,Beaten,Cuted,Bold,Cortes,Sign,-1,-1,144.5337052034661
Deadcop,2914,Sticked,Smoky,Golden,Beaten,Yakubovich,Sign,-1,-1,144.52327374899278
Mapcross,3178,Beavis,Stringed,Hoodie,Hugo,Chi,Sign,-1,-1,144.51517674411411
Halfburger,466,Alex,Robo,Army,Beaten,Shark,Sign,-1,-1,144.51077417336893
Nail,1616,Pierced,Wide,Trash,Nipple,Rolling stone,Sign,-1,-1,144.48864597509754
Spider,5393,Alex,Gentlemen,Doctor,Buddha,Cortes,Sign,-1,-1,144.48038363688485
Worm,5107,Pierced,Kitty,Mario,Punk,Smile,Sign,-1,-1,144.47564359071472
Spider,315,Plaster,Crybaby,Cuted,Punk,Smile,Sign,-1,-1,144.46848636278602
Oldporn,719,Pinoccio,Pirato,Shirt,Beaten,Orc,Sign,-1,-1,144.45463329118095
Therapist,7777,Vata,Out,Rotten,Sailor,Orc,Sign,-1,-1,144.41943318205423
Iguana,3020,Pierced,Wide,Urka,Gman,Texas,Sign,-1,-1,144.41926329676514
Worm,1023,Devil,Stringed,Redisco,Malett,Lui,Sign,-1,-1,144.40205786787433
Spider,6267,Beated,Gentlemen,Boobs,Bold,Pierced,Sign,-1,-1,144.3945976020414
Therapist,2166,Sticked,Blacky,VDV,Hugo,Football,Sign,-1,-1,144.39049316818748
Plastico,6178,Plastered,Kitty,Haminguay,Gman,Bender,Sign,-1,-1,144.38788938205576
Halfburger,5079,Beavis,Tripple,Hoodie,Nipple,Smile,Sign,-1,-1,144.38342440786408
Poisoned,1573,Plaster,Gentlemen,Urka,Gman,Rolling stone,Sign,-1,-1,144.38220809245513
Iguana,2805,Plaster,Out,Leopard,Buddha,Orc,Sign,-1,-1,144.36153284195052
Iguana,2307,David,Coolglasses,Rotten,Hugo,Chappy,Sign,-1,-1,144.36130589617377
Cockroach,3633,Vata,Mutated,VDV,Beaten,Smile,Sign,-1,-1,144.3430467789301
Iguana,2290,Plastered,Out,Redisco,Babylon,Scar,Sign,-1,-1,144.3381310578097
Worm,1389,Teenager,Cyber,Leopard,Babylon,Disgust,Sign,-1,-1,144.3224760245239
Overconsume,4121,Bushes,Coolglasses,Haminguay,Bold,Hellraiser,Sign,-1,-1,144.31696824285777
Worm,1148,Alex,Cyber,Golden,Goblin,Texas,Sign,-1,-1,144.31482726282698
Hoock,4759,Plaster,Stringed,Armored,Malett,Smoke,Sign,-1,-1,144.31410441648987
Plastico,6667,Smallpig,Cyber,Golden,Goblin,Orc,Sign,-1,-1,144.2687042768342
Therapist,7347,Pierced,Comix,Armored,Can,Smoke,Sign,-1,-1,144.26146412583452
Therapist,615,Vata,Blacky,Magnum,Gman,Smoke,Sign,-1,-1,144.25289329517193
Poisoned,4219,Bushes,Lens,Army,Can,Football,Sign,-1,-1,144.24937538980348
Halfburger,4562,Beavis,Out,Cuted,Punk,Football,Sign,-1,-1,144.24544553825314
Poisoned,4604,Alex,Robo,Office,Cap,Teethy,Sign,-1,-1,144.2371201971209
Exwife,2709,Beated,Kitty,Army,Babylon,Yakubovich,Sign,-1,-1,144.23661023835368
Worm,5552,Zigzag,Buddha,Haminguay,Can,Lui,Sign,-1,-1,144.2248854507864
Cockroach,390,Zigzag,Out,Hoodie,Goblin,Smoke,Sign,-1,-1,144.2140690211265
Worm,4504,Devil,Gentlemen,Hooligan,Buddha,Cat,Sign,-1,-1,144.2073856572739
Iguana,3050,Plaster,Cyber,Armored,Can,Teethy,Sign,-1,-1,144.20352285826817
Cockroach,5906,Devil,Robo,Skeleton,Buddha,Teethout,Sign,-1,-1,144.19856139429046
Halfburger,5263,Zigzag,Robo,Doctor,Goblin,Leo,Sign,-1,-1,144.18868434144784
Hoock,7197,Rat,Stringed,Office,Goblin,Football,Sign,-1,-1,144.17069290416717
Mapcross,3180,David,Wide,Redisco,Cap,Orc,Sign,-1,-1,144.16448031221395
Oldporn,5494,Smallpig,Stringed,Boobs,Babylon,Yakubovich,Sign,-1,-1,144.16355982331012
Spider,7514,Beavis,Crybaby,Hairy,Hugo,Football,Sign,-1,-1,144.16175477859815
Worm,3122,Plastered,Sleepy,Magnum,Beaten,Mask,Sign,-1,-1,144.15290078296678
Poisoned,1964,Bushes,Fish,Office,Cap,Leo,Sign,-1,-1,144.14858328818462
Oldporn,3345,Rat,Feelings,Mario,Malett,Scar,Sign,-1,-1,144.14786906774114
Exwife,6451,Teenager,Stereo,Golden,Gman,Teethout,Sign,-1,-1,144.14277709930462
Plastico,6531,Beated,Lens,Cuted,Sailor,Chi,Sign,-1,-1,144.14147864705038
Halfburger,4301,Zigzag,Fu,Golden,Sailor,Rolling stone,Sign,-1,-1,144.0953362913456
Nail,410,Pinoccio,Cry,Skeleton,Hugo,Smile,Sign,-1,-1,144.07328504700968
Rottenbottle,5925,Teenager,Kitty,Doctor,Nipple,Bender,Sign,-1,-1,144.06921422935866
Oldporn,3658,Plagued,Sleepy,Urka,Buddha,Pierced,Sign,-1,-1,144.06286730075269
Hoock,2145,Rat,Gentlemen,Office,Can,Yakubovich,Sign,-1,-1,144.06046391895887
Plastico,1386,Bushes,Tripple,Hooligan,Cap,Wong,Sign,-1,-1,144.06016072003015
Therapist,4892,Bigppig,Comix,Armored,Bold,Disgust,Sign,-1,-1,144.05201269508493
Rottenbottle,2255,David,Smoky,Leopard,Hugo,Teethy,Sign,-1,-1,144.03404595420636
Iguana,5557,Bigppig,Fish,Magnum,Nipple,Clown,Sign,-1,-1,144.0239557552351
Iguana,5809,Plastered,Comix,Rotten,Beaten,Orc,Sign,-1,-1,143.99665755280503
Hoock,6890,Plastered,Tripple,Hooligan,Hugo,Football,Sign,-1,-1,143.98856772094734
Poisoned,4095,Ruffo,Fish,Redisco,Nipple,Pierced,Sign,-1,-1,143.98366596900175
Iguana,7042,Bigppig,Blacky,Doctor,Hugo,Yakubovich,Sign,-1,-1,143.96161621943168
Hoock,2476,Vata,Buddha,Leopard,Malett,Rolling stone,Sign,-1,-1,143.96133737104682
Deadcop,2696,Plagued,Tripple,Mario,Beaten,Rolling stone,Sign,-1,-1,143.9416255511026
Spider,2503,Booger,Beaten,Armored,Buddha,Chi,Sign,-1,-1,143.9347896252935
Worm,2842,Beavis,Rage,Office,Gman,Wong,Sign,-1,-1,143.93407436160288
Plastico,3882,Teenager,Coolglasses,Haminguay,Gman,Yakubovich,Sign,-1,-1,143.9229693615255
Poisoned,3373,Pierced,Mutated,Leopard,Hugo,Disgust,Sign,-1,-1,143.88629333890404
Therapist,6191,Pierced,Stereo,Army,Cap,Ugly,Sign,-1,-1,143.86054008799016
Cockroach,5913,Sticked,Pirato,Rotten,Babylon,Football,Sign,-1,-1,143.85025492065233
Worm,3365,Bushes,Buddha,Hoodie,Hugo,Bender,Sign,-1,-1,143.84809007889496
Hoock,4333,Smallpig,Feelings,Hooligan,Bold,Chi,Sign,-1,-1,143.845322916916
Spider,2386,Beated,Sleepy,Hairy,Hugo,Cat,Sign,-1,-1,143.81658922020554
Poisoned,7081,Beated,Fu,Office,Cap,Lui,Sign,-1,-1,143.813340618237
Nail,987,Smallpig,Beaten,Office,Sailor,Scar,Sign,-1,-1,143.807675623403
Spider,4513,Bigppig,Wide,Boobs,Babylon,Texas,Sign,-1,-1,143.79188062941157
Therapist,3712,Devil,Comix,Doctor,Sailor,Bender,Sign,-1,-1,143.76877528180373
Rottenbottle,5090,Beated,Rage,Cuted,Can,Yakubovich,Sign,-1,-1,143.74400811993902
Cockroach,3598,Pinoccio,Beaten,Mario,Bold,Cortes,Sign,-1,-1,143.73221815005184
Worm,6221,Zigzag,Cry,Golden,Gman,Lui,Sign,-1,-1,143.73134140557212
Hoock,2505,Booger,Tripple,Army,Nipple,Texas,Sign,-1,-1,143.71695639914887
Plastico,1723,Bull,Gentlemen,Golden,Punk,Shark,Sign,-1,-1,143.70901472196618
Therapist,5422,Rat,Gentlemen,Urka,Bold,Smile,Sign,-1,-1,143.6951048330407
Hoock,7088,Sticked,Comix,Blooded,Buddha,Football,Sign,-1,-1,143.68933673085294
Rottenbottle,4796,Smallpig,Pirato,Cuted,Cap,Cat,Sign,-1,-1,143.68868599008965
Nail,5996,Rat,Robo,Blooded,Malett,Smoke,Sign,-1,-1,143.67904896852733
Therapist,4221,Beated,Pirato,Magnum,Punk,Smile,Sign,-1,-1,143.6664557868829
Deadcop,4888,Teenager,Cry,Doctor,Cap,Cortes,Sign,-1,-1,143.65205845665093
Oldporn,59,Plastered,Cry,Hoodie,Hugo,Cat,Sign,-1,-1,143.62990256294543
Worm,6049,Booger,Stringed,Doctor,Hugo,Butthead,Sign,-1,-1,143.62672340291633
Mapcross,7063,Beated,Wide,Urka,Goblin,Ugly,Sign,-1,-1,143.61743869679648
Deadcop,6223,Pinoccio,Mutated,VDV,Cap,Smoke,Sign,-1,-1,143.61701815830756
Poisoned,4302,Bigppig,Sleepy,VDV,Babylon,Chi,Sign,-1,-1,143.61388411342315
Deadcop,5295,Pierced,Blacky,Hairy,Cap,Shark,Sign,-1,-1,143.61186968124775
Spider,4104,Rat,Pirato,Leopard,Beaten,Clown,Sign,-1,-1,143.60534586005275
Hoock,5961,Zigzag,Cry,Hoodie,Nipple,Teethout,Sign,-1,-1,143.5849890589969
Hoock,4465,Beated,Lens,Redisco,Nipple,Lui,Sign,-1,-1,143.5776203742891
Exwife,340,Teenager,Beaten,Haminguay,Malett,Clown,Sign,-1,-1,143.5676265371631
Halfburger,5524,Alex,Out,Magnum,Nipple,Bender,Sign,-1,-1,143.55881038602936
Overconsume,916,Pierced,Smoky,Blooded,Sailor,Teethout,Sign,-1,-1,143.55024361751418
Iguana,4802,Smallpig,Stereo,Magnum,Nipple,Poker,Sign,-1,-1,143.54779811194558
Worm,3687,Devil,Tripple,Leopard,Sailor,Hellraiser,Sign,-1,-1,143.54575233968475
Plastico,7104,Plastered,Robo,Hooligan,Nipple,Cat,Sign,-1,-1,143.54532063974034
Iguana,2568,Beavis,Feelings,Shirt,Hugo,Yakubovich,Sign,-1,-1,143.5213618433476
Deadcop,1981,Booger,Robo,Hooligan,Beaten,Cat,Sign,-1,-1,143.51748976907595
Rottenbottle,3903,Beavis,Robo,Armored,Bold,Disgust,Sign,-1,-1,143.50911198524037
Mapcross,2217,Bigppig,Pirato,Doctor,Sailor,Cortes,Sign,-1,-1,143.50865330535834
Oldporn,7852,Teenager,Tripple,Leopard,Cap,Ugly,Sign,-1,-1,143.467883539755
Deadcop,1294,Bushes,Pirato,Redisco,Cap,Wong,Sign,-1,-1,143.46639651641144
Spider,3334,Plagued,Pirato,Leopard,Can,Yakubovich,Sign,-1,-1,143.4642241582837
Rottenbottle,5591,Plastered,Lens,Boobs,Hugo,Clown,Sign,-1,-1,143.45447680301768
Nail,7743,Pinoccio,Coolglasses,VDV,Gman,Smoke,Sign,-1,-1,143.4381146735219
Cockroach,7132,Pinoccio,Feelings,Leopard,Malett,Scar,Sign,-1,-1,143.4209298810476
Deadcop,4705,Devil,Ping,Boobs,Punk,Pierced,Sign,-1,-1,143.40935748306
Nail,873,Beavis,Out,Golden,Hugo,Bender,Sign,-1,-1,143.38024145327674
Halfburger,5155,Zigzag,Robo,Doctor,Cap,Leo,Sign,-1,-1,143.3728484996341
Poisoned,2618,Vata,Rage,Blooded,Malett,Wong,Sign,-1,-1,143.36217839567422
Hoock,894,Bull,Crybaby,Blooded,Beaten,Texas,Sign,-1,-1,143.3424095876292
Cockroach,5088,Bull,Cyber,Doctor,Babylon,Scar,Sign,-1,-1,143.33448483684984
Iguana,5549,Devil,Mutated,Armored,Gman,Disgust,Sign,-1,-1,143.3233810003179
Iguana,2951,David,Rage,Doctor,Can,Clown,Sign,-1,-1,143.31493400854265
Deadcop,1248,Ruffo,Cyber,Office,Nipple,Rolling stone,Sign,-1,-1,143.30309067971285
Spider,229,Ruffo,Lens,Doctor,Beaten,Butthead,Sign,-1,-1,143.30213442214472
Oldporn,4787,Pinoccio,Ping,Army,Goblin,Bender,Sign,-1,-1,143.27961977563749
Therapist,1457,Pinoccio,Smoky,Hooligan,Hugo,Smile,Sign,-1,-1,143.2701868446437
Rottenbottle,7701,Beated,Pirato,Cuted,Gman,Clown,Sign,-1,-1,143.23902672772533
Halfburger,392,Plagued,Lens,Golden,Can,Cortes,Sign,-1,-1,143.22145289446865
Exwife,2773,Sticked,Stereo,Magnum,Gman,Poker,Sign,-1,-1,143.2179018191285
Worm,3962,Bigppig,Feelings,Mario,Goblin,Scar,Sign,-1,-1,143.21180337699894
Therapist,700,Pierced,Cyber,Doctor,Goblin,Chi,Sign,-1,-1,143.208982599388
Worm,1433,Pinoccio,Comix,Shirt,Buddha,Pierced,Sign,-1,-1,143.18337363812415
Poisoned,5127,Smallpig,Tripple,Armored,Hugo,Wong,Sign,-1,-1,143.16421868151482
Overconsume,892,Rat,Feelings,Skeleton,Beaten,Football,Sign,-1,-1,143.16409422862532
Iguana,4332,Beated,Fish,Leopard,Gman,Leo,Sign,-1,-1,143.1608750504863
Poisoned,273,David,Buddha,Leopard,Bold,Chi,Sign,-1,-1,143.15176786278474
Mapcross,4613,Vata,Comix,Cuted,Punk,Wong,Sign,-1,-1,143.14040984235385
Overconsume,5249,Smallpig,Ping,Mario,Goblin,Chi,Sign,-1,-1,143.13615935877695
Oldporn,5670,Vata,Out,Skeleton,Hugo,Pierced,Sign,-1,-1,143.13269865101446
Oldporn,9,Alex,Fu,Hoodie,Beaten,Clown,Sign,-1,-1,143.12357487057167
Deadcop,1754,Devil,Blacky,Leopard,Gman,Rolling stone,Sign,-1,-1,143.11950881602985
Worm,5860,Bushes,Crybaby,VDV,Cap,Yakubovich,Sign,-1,-1,143.1134877135523
Iguana,2189,Pinoccio,Beaten,Trash,Nipple,Wong,Sign,-1,-1,143.10974246897635
Halfburger,262,Pinoccio,Fish,Rotten,Malett,Poker,Sign,-1,-1,143.07897867004263
Mapcross,183,Ruffo,Rage,Skeleton,Cap,Poker,Sign,-1,-1,143.0747935068813
Mapcross,2426,Bushes,Fu,Cuted,Babylon,Chi,Sign,-1,-1,143.06534024421083
Rottenbottle,7009,Rat,Out,Mario,Buddha,Chi,Sign,-1,-1,143.0536940441588
Worm,745,Plaster,Comix,VDV,Punk,Wong,Sign,-1,-1,143.01531252356483
Therapist,6432,Bushes,Robo,Blooded,Cap,Shark,Sign,-1,-1,142.98379128987233
Rottenbottle,5765,Beated,Beaten,Boobs,Malett,Ugly,Sign,-1,-1,142.96837228945327
Iguana,3809,Bushes,Comix,VDV,Sailor,Scar,Sign,-1,-1,142.96414349869033
Mapcross,694,David,Rage,Rotten,Cap,Shark,Sign,-1,-1,142.9537623455401
Iguana,3319,Alex,Cry,Cuted,Bold,Yakubovich,Sign,-1,-1,142.94409404500618
Mapcross,4407,Plaster,Blacky,Mario,Hugo,Smile,Sign,-1,-1,142.9364304967095
Spider,2810,Plagued,Coolglasses,Mario,Beaten,Rolling stone,Sign,-1,-1,142.93392353090056
Plastico,2970,Plagued,Beaten,Golden,Punk,Orc,Sign,-1,-1,142.92139520837324
Hoock,5667,Sticked,Cry,Urka,Beaten,Ugly,Sign,-1,-1,142.90272674917213
Therapist,295,Plagued,Kitty,Hairy,Bold,Chi,Sign,-1,-1,142.86942411788223
Worm,7005,Beavis,Tripple,Hoodie,Gman,Lui,Sign,-1,-1,142.8682657279741
Halfburger,627,Sticked,Crybaby,VDV,Goblin,Texas,Sign,-1,-1,142.8647114671153
Rottenbottle,5414,Beavis,Mutated,Golden,Gman,Rolling stone,Sign,-1,-1,142.8635627353737
Halfburger,110,Bushes,Fu,Armored,Bold,Yakubovich,Sign,-1,-1,142.85933190894562
Plastico,7523,Devil,Gentlemen,Shirt,Beaten,Chi,Sign,-1,-1,142.85862031863326
Iguana,1598,Beavis,Crybaby,Mario,Gman,Lui,Sign,-1,-1,142.8533176037325
Overconsume,7789,Plastered,Coolglasses,Cuted,Buddha,Texas,Sign,-1,-1,142.84030465658364
Nail,210,Pinoccio,Buddha,Hairy,Bold,Bender,Sign,-1,-1,142.83699254070893
Spider,87,Smallpig,Cyber,Hairy,Goblin,Shark,Sign,-1,-1,142.81050993086936
Worm,2438,Beated,Coolglasses,Cuted,Hugo,Smile,Sign,-1,-1,142.8097755234729
Poisoned,6910,Plagued,Mutated,Blooded,Bold,Leo,Sign,-1,-1,142.79175658743213
Spider,7116,Alex,Out,Shirt,Malett,Wong,Sign,-1,-1,142.7843849258668
Overconsume,992,Beated,Wide,Blooded,Sailor,Clown,Sign,-1,-1,142.7666634753646
Nail,1269,Sticked,Comix,Rotten,Can,Poker,Sign,-1,-1,142.7653468816703
Deadcop,4204,Zigzag,Gentlemen,Leopard,Beaten,Leo,Sign,-1,-1,142.74387987535206
Worm,3132,Teenager,Stringed,Boobs,Hugo,Football,Sign,-1,-1,142.73601498225597
Mapcross,3874,Bushes,Smoky,Cuted,Gman,Wong,Sign,-1,-1,142.7124481913325
Overconsume,791,Bigppig,Wide,Hoodie,Beaten,Bender,Sign,-1,-1,142.70926333844648
Hoock,2940,Ruffo,Cry,Office,Bold,Leo,Sign,-1,-1,142.70562976037493
Hoock,905,Pierced,Beaten,Doctor,Cap,Butthead,Sign,-1,-1,142.70390341487072
Deadcop,4366,Beated,Rage,Rotten,Goblin,Wong,Sign,-1,-1,142.69756657703476
Overconsume,7225,Rat,Smoky,Haminguay,Babylon,Teethout,Sign,-1,-1,142.68880934590834
Deadcop,1906,Devil,Tripple,VDV,Bold,Smile,Sign,-1,-1,142.68113460742478
Deadcop,5564,Pierced,Stringed,Hairy,Gman,Bender,Sign,-1,-1,142.67454905779292
Overconsume,2759,Vata,Pirato,Leopard,Bold,Smile,Sign,-1,-1,142.67020369800966
Poisoned,5434,Bushes,Ping,Urka,Hugo,Smile,Sign,-1,-1,142.66980491387469
Exwife,1545,Beavis,Feelings,Cuted,Babylon,Chi,Sign,-1,-1,142.66819463002201
Hoock,1707,Bigppig,Coolglasses,Hairy,Gman,Hellraiser,Sign,-1,-1,142.65486894903478
Mapcross,6329,David,Crybaby,VDV,Babylon,Shark,Sign,-1,-1,142.654645396235
Deadcop,228,Sticked,Out,Redisco,Can,Smile,Sign,-1,-1,142.64857538205248
Halfburger,7006,Ruffo,Fu,Hairy,Sailor,Cat,Sign,-1,-1,142.64737716237806
Exwife,2179,Smallpig,Lens,Cuted,Punk,Texas,Sign,-1,-1,142.62971692567672
Exwife,4569,Alex,Lens,VDV,Nipple,Orc,Sign,-1,-1,142.62445990141637
Deadcop,2989,Devil,Tripple,Rotten,Sailor,Wong,Sign,-1,-1,142.6131095771849
Halfburger,400,Bigppig,Cry,Golden,Cap,Scar,Sign,-1,-1,142.60255477888782
Exwife,4006,Devil,Beaten,Redisco,Cap,Texas,Sign,-1,-1,142.59321969441467
Exwife,2229,Sticked,Beaten,Golden,Buddha,Cat,Sign,-1,-1,142.5891810245621
Overconsume,6322,Bushes,Comix,Leopard,Gman,Yakubovich,Sign,-1,-1,142.5846249883809
Cockroach,3023,Vata,Feelings,VDV,Beaten,Cortes,Sign,-1,-1,142.57009200311805
Exwife,1015,Bushes,Buddha,Urka,Gman,Leo,Sign,-1,-1,142.56398941532692
Rottenbottle,3700,Sticked,Mutated,Hoodie,Gman,Texas,Sign,-1,-1,142.54317967941748
Mapcross,4725,Bigppig,Blacky,Hairy,Sailor,Disgust,Sign,-1,-1,142.54280280930774
Poisoned,1774,Vata,Blacky,Hoodie,Cap,Hellraiser,Sign,-1,-1,142.5374509956089
Rottenbottle,3729,Bigppig,Fu,Hooligan,Sailor,Orc,Sign,-1,-1,142.51627853663817
Rottenbottle,1375,David,Tripple,Doctor,Buddha,Smoke,Sign,-1,-1,142.51377241252803
Nail,3062,Booger,Smoky,Golden,Nipple,Smoke,Sign,-1,-1,142.51164197008993
Nail,2775,Bigppig,Sleepy,Shirt,Babylon,Smoke,Sign,-1,-1,142.48334243871867
Deadcop,4847,Smallpig,Robo,Office,Buddha,Teethout,Sign,-1,-1,142.46718035513697
Nail,7660,Pierced,Blacky,Mario,Babylon,Chappy,Sign,-1,-1,142.44533512457085
Cockroach,1594,Rat,Fish,Rotten,Bold,Disgust,Sign,-1,-1,142.4398065928619
Nail,646,David,Pirato,Cuted,Punk,Scar,Sign,-1,-1,142.42699772389287
Nail,184,Beavis,Out,Cuted,Punk,Texas,Sign,-1,-1,142.42387637189805
Rottenbottle,515,Plagued,Crybaby,Hairy,Can,Smoke,Sign,-1,-1,142.36693583215967
Oldporn,2846,Devil,Fish,Doctor,Punk,Yakubovich,Sign,-1,-1,142.35029778360212
Exwife,2034,Devil,Wide,Leopard,Bold,Chi,Sign,-1,-1,142.34796134061745
Nail,3185,David,Out,Blooded,Can,Cortes,Sign,-1,-1,142.33549691704528
Worm,1088,Sticked,Wide,Rotten,Goblin,Clown,Sign,-1,-1,142.3310061322996
Plastico,2247,Smallpig,Pirato,Shirt,Beaten,Smoke,Sign,-1,-1,142.32992422159708
Oldporn,823,Pierced,Blacky,Doctor,Goblin,Shark,Sign,-1,-1,142.32172897961013
Halfburger,3380,Beated,Pirato,Hairy,Can,Pierced,Sign,-1,-1,142.31712791560133
Rottenbottle,3841,Sticked,Rage,Hoodie,Goblin,Chi,Sign,-1,-1,142.2957559015177
Nail,7770,Smallpig,Mutated,VDV,Gman,Pierced,Sign,-1,-1,142.29079324247178
Cockroach,2894,Rat,Coolglasses,Cuted,Babylon,Smoke,Sign,-1,-1,142.28553221434956
Spider,1040,Smallpig,Sleepy,Urka,Bold,Poker,Sign,-1,-1,142.2804721889967
Worm,5599,Beated,Feelings,Cuted,Buddha,Orc,Sign,-1,-1,142.27494013105743
Cockroach,5817,Bushes,Ping,Army,Nipple,Cat,Sign,-1,-1,142.271656816343
Mapcross,4646,Beavis,Mutated,Hairy,Cap,Teethout,Sign,-1,-1,142.26592378563487
Cockroach,7432,Rat,Gentlemen,Boobs,Buddha,Football,Sign,-1,-1,142.26339356792656
Iguana,149,Plaster,Cyber,Haminguay,Beaten,Orc,Sign,-1,-1,142.25453008418006
Hoock,7707,Bushes,Out,Rotten,Babylon,Scar,Sign,-1,-1,142.24586249840328
Worm,1241,Teenager,Rage,Hairy,Hugo,Cortes,Sign,-1,-1,142.23233718139826
Therapist,1221,Beavis,Fish,Hoodie,Hugo,Shark,Sign,-1,-1,142.23010648619012
