trait_Zodiac,token_id,trait_Nose,trait_Eyes,trait_Body,trait_Head,trait_Mouth,trait_Sign,trait_Matching Set,trait_Totem,rarity_score
Exwife,2469,Plastered,Mutated,Chair,Goblin,Teethout,Sign,-1,-1,192.16786385103464
Mapcross,5176,Zigzag,Stereo,VDV,Punk,Smile,Sign,-1,-1,192.12153511212492
Oldporn,1285,Worm,Cyber,Boobs,Cap,Rolling stone,Sign,-1,-1,192.04587722402528
Poisoned,1954,Bigppig,Fish,Rotten,Raiden,Smile,Sign,-1,-1,192.0414330635945
Poisoned,6959,David,Nosferatu,Leopard,Hugo,Butthead,Sign,-1,-1,191.78190552618062
Therapist,845,Plagued,Pirato,Boobs,Bold,Rotten,Sign,-1,-1,191.74546829141295
Overconsume,6502,Plagued,Cry,Meat,Hugo,Teethout,Sign,-1,-1,191.68044310190012
Iguana,4897,Plastered,Wide,Meat,Sailor,Scar,Sign,-1,-1,191.51923704538186
Oldporn,3574,Devil,Tripple,Haminguay,Buddha,Eye,Sign,-1,-1,191.51515467875984
Worm,6295,Smallpig,Insect,VDV,Cap,Orc,Sign,-1,-1,191.47913506997273
Rottenbottle,6800,Teenager,Fish,Chair,Bold,Hellraiser,Sign,-1,-1,191.4730762801322
Spider,6208,Plagued,Cyber,Meat,Hugo,Ugly,Sign,-1,-1,191.45213674606785
Overconsume,7310,Jerry,Cyber,Hairy,Bold,Scar,Sign,-1,-1,191.42144159360768
Halfburger,4084,Bull,Cyber,Trash,Cap,Cat,Sign,-1,-1,191.41215293881888
Overconsume,4388,Plagued,Rage,Meat,Cap,Lui,Sign,-1,-1,191.41044162168868
Therapist,5588,Rat,Buddha,Hooligan,Fishman,Ugly,Sign,-1,-1,191.40100230684624
Worm,3685,Devil,Robo,Meat,Gman,Hellraiser,Sign,-1,-1,191.2925561346362
Iguana,1538,Plagued,Rage,Chair,Bold,Rolling stone,Sign,-1,-1,191.27503249709721
Plastico,3247,Worm,Beaten,Trash,Beaten,Poker,Sign,-1,-1,191.1528619705922
Poisoned,6021,Bull,Gentlemen,Meat,Sailor,Disgust,Sign,-1,-1,191.10212333764125
Iguana,5850,Plaster,Coins,Doctor,Nipple,Chappy,Sign,-1,-1,191.06794491820114
Mapcross,952,Plagued,Coins,Army,Nipple,Lui,Sign,-1,-1,191.0526033866135
Spider,7288,Plastered,Robo,Meat,Gman,Pierced,Sign,-1,-1,191.0306727771129
Exwife,798,Plagued,Comix,Trash,Babylon,Butthead,Sign,-1,-1,191.00813869848477
Halfburger,421,Plagued,Hypnotic,Skeleton,Beaten,Scar,Sign,-1,-1,190.98615189597726
Oldporn,3333,Jerry,Beaten,Rotten,Nipple,Cortes,Sign,-1,-1,190.9604109190373
Hoock,3622,Jerry,Cyber,Shirt,Cap,Smile,Sign,-1,-1,190.94678632840785
Therapist,7803,Plastered,Crybaby,Rotten,Goblin,Rotten,Sign,-1,-1,190.93406827252025
Iguana,5154,Sticked,Love,Army,Beaten,Bender,Sign,-1,-1,190.85901619111056
Mapcross,4893,Zigzag,Rage,Army,Nipple,Dick,Sign,-1,-1,190.76902401082762
Spider,212,Beavis,Mutated,Trash,Sailor,Orc,Sign,-1,-1,190.74969575279962
Hoock,3799,Pierced,Fu,Redisco,Malett,Dick,Sign,-1,-1,190.74674801604093
Nail,6089,Teenager,Pirato,Chair,Sailor,Texas,Sign,-1,-1,190.74186751965436
Worm,2367,Pinoccio,Blacky,Boobs,Goblin,Dick,Sign,-1,-1,190.67510798594353
Nail,3675,Ruffo,Crybaby,Army,Punk,Dick,Sign,-1,-1,190.63041346076335
Oldporn,2969,Smallpig,Insect,Shirt,Buddha,Wong,Sign,-1,-1,190.51526067758616
Plastico,7793,Booger,Rage,Shirt,Goblin,Rotten,Sign,-1,-1,190.46503323297352
Cockroach,5385,Zigzag,Fish,Office,Babylon,Cat,Sign,-1,-1,190.44999856797554
Therapist,5767,Bull,Coolglasses,Mario,Cap,Dick,Sign,-1,-1,190.4063448015663
Mapcross,113,Plaster,Wide,Trash,Cap,Mask,Sign,-1,-1,190.35625884050742
Overconsume,4134,David,Fish,Redisco,Raiden,Smile,Sign,-1,-1,190.31606708231547
Overconsume,3236,Jerry,Beaten,VDV,Punk,Texas,Sign,-1,-1,190.26513981116508
Overconsume,3653,Bushes,Hypnotic,Office,Malett,Smile,Sign,-1,-1,190.25623372520826
Therapist,7470,Devil,Cyber,Meat,Sailor,Ugly,Sign,-1,-1,190.2084276529643
Nail,2798,Vata,Hypnotic,Magnum,Hugo,Bender,Sign,-1,-1,190.1922449839067
Therapist,2107,David,Coins,Blooded,Beaten,Leo,Sign,-1,-1,190.14351630521955
Worm,4710,Beated,Cry,Leopard,Raiden,Wong,Sign,-1,-1,190.13573992239625
Worm,3075,Pinoccio,Ping,Army,Fishman,Ugly,Sign,-1,-1,190.13032936011837
Worm,2947,Smallpig,Hypnotic,Urka,Goblin,Hellraiser,Sign,-1,-1,189.96885804625245
Exwife,5655,Plastered,Coins,Haminguay,Cap,Chappy,Sign,-1,-1,189.96085245116993
Poisoned,5455,Plastered,Fish,Leopard,Raiden,Scar,Sign,-1,-1,189.94590496034274
Nail,7212,Bigppig,Nosferatu,Skeleton,Sailor,Yakubovich,Sign,-1,-1,189.79582475960424
Spider,3034,Sticked,Fish,Redisco,Babylon,Mask,Sign,-1,-1,189.71936632189485
Nail,3317,Zigzag,Love,Hairy,Hugo,Yakubovich,Sign,-1,-1,189.6889546367879
Therapist,2699,Beated,Stringed,Redisco,Hugo,Dick,Sign,-1,-1,189.61152552907183
Oldporn,3456,Beavis,Kitty,Leopard,Raiden,Disgust,Sign,-1,-1,189.60582724506384
Worm,7782,Vata,Rage,Armored,Malett,Mask,Sign,-1,-1,189.54633406022404
Rottenbottle,5033,Worm,Cyber,Skeleton,Nipple,Teethout,Sign,-1,-1,189.50317927712462
Plastico,6457,Bull,Love,Army,Punk,Rolling stone,Sign,-1,-1,189.49504853098122
Spider,4316,Rat,Stereo,Magnum,Raiden,Teethout,Sign,-1,-1,189.35834173598317
Overconsume,5147,Plastered,Gentlemen,Doctor,Hugo,Stickered,Sign,-1,-1,189.2871563954779
Spider,2978,Devil,Feelings,Skeleton,Cap,Rotten,Sign,-1,-1,189.1572449032984
Oldporn,4201,Bull,Love,Office,Malett,Poker,Sign,-1,-1,189.13915902763583
Worm,4927,Bushes,Out,Urka,Raiden,Poker,Sign,-1,-1,189.04042993522768
Overconsume,132,Bushes,Comix,Skeleton,Beaten,Mask,Sign,-1,-1,188.86776998634875
Therapist,316,Beated,Insect,Army,Bold,Smile,Sign,-1,-1,188.85142927203154
Spider,3432,Smallpig,Cyber,Haminguay,Buddha,Rotten,Sign,-1,-1,188.8453100403727
Exwife,6121,Beated,Cry,Golden,Raiden,Texas,Sign,-1,-1,188.79396917994546
Deadcop,6330,Jerry,Cry,Hairy,Beaten,Cortes,Sign,-1,-1,188.75344704800509
Overconsume,4306,Bigppig,Nosferatu,Golden,Malett,Cortes,Sign,-1,-1,188.57127336602014
Oldporn,5357,Smallpig,Rage,Meat,Beaten,Ugly,Sign,-1,-1,188.5541393194909
Exwife,7535,Sticked,Hypnotic,Rotten,Bold,Scar,Sign,-1,-1,188.52130310397976
Cockroach,4135,Beavis,Insect,Army,Babylon,Rolling stone,Sign,-1,-1,188.46317695229067
Halfburger,4126,David,Kitty,Meat,Beaten,Hellraiser,Sign,-1,-1,188.4555408737474
Poisoned,6383,Vata,Gentlemen,Office,Sailor,Eye,Sign,-1,-1,188.34078867348148
Poisoned,2975,Vata,Blacky,VDV,Punk,Bender,Sign,-1,-1,188.291670163262
Spider,1556,Devil,Coins,Hairy,Cap,Teethout,Sign,-1,-1,188.24851430948635
Halfburger,7553,Beavis,Hypnotic,Boobs,Nipple,Smoke,Sign,-1,-1,188.23252379467306
Therapist,1234,Vata,Ping,Chair,Can,Wong,Sign,-1,-1,188.15757157022963
Iguana,549,Pierced,Rage,Chair,Sailor,Yakubovich,Sign,-1,-1,188.02510066686452
Halfburger,4911,Jerry,Fish,VDV,Babylon,Football,Sign,-1,-1,188.0065031260298
Plastico,3501,Ruffo,Insect,Rotten,Gman,Yakubovich,Sign,-1,-1,188.00497348237855
Mapcross,2051,Rat,Stereo,Magnum,Cap,Dick,Sign,-1,-1,187.97247696425475
Halfburger,774,Teenager,Coins,Doctor,Cap,Ugly,Sign,-1,-1,187.9552832046043
Exwife,5851,Plagued,Fish,Chair,Cap,Pierced,Sign,-1,-1,187.92579278564114
Cockroach,5136,Bushes,Feelings,Chair,Malett,Wong,Sign,-1,-1,187.8567851909015
Hoock,6161,David,Coins,Golden,Sailor,Disgust,Sign,-1,-1,187.84983058337164
Nail,723,Sticked,Love,Cuted,Beaten,Butthead,Sign,-1,-1,187.81316639760237
Overconsume,3179,Beated,Coolglasses,Hairy,Sailor,Dick,Sign,-1,-1,187.62761456579094
Halfburger,4463,Pierced,Crybaby,Chair,Bold,Ugly,Sign,-1,-1,187.60150530018035
Deadcop,4111,Bushes,Comix,Army,Bold,Eye,Sign,-1,-1,187.5265849334135
Rottenbottle,7052,Bull,Smoky,Trash,Hugo,Texas,Sign,-1,-1,187.45532898746188
Deadcop,360,Beated,Insect,Leopard,Sailor,Leo,Sign,-1,-1,187.348424220136
Nail,7598,Vata,Rage,Army,Goblin,Eye,Sign,-1,-1,187.34465820567263
Deadcop,958,Sticked,Stereo,Cuted,Gman,Dick,Sign,-1,-1,187.31927310171832
Plastico,1179,Worm,Tripple,Army,Goblin,Leo,Sign,-1,-1,187.21720115100084
Plastico,7545,Alex,Blacky,Skeleton,Bold,Clown,Sign,-1,-1,187.16188116933031
Halfburger,4615,Plastered,Coins,Hoodie,Sailor,Poker,Sign,-1,-1,187.12822100339977
Halfburger,5394,David,Feelings,Magnum,Fishman,Teethy,Sign,-1,-1,187.12169412200168
Worm,2545,Alex,Blacky,VDV,Sailor,Mask,Sign,-1,-1,187.1099890239486
Overconsume,2026,Plaster,Crybaby,Blooded,Beaten,Rotten,Sign,-1,-1,187.08965738664992
Deadcop,920,Plastered,Gentlemen,Hoodie,Fishman,Teethy,Sign,-1,-1,187.0565728731983
Nail,155,Pinoccio,Fish,Rotten,Sailor,Rotten,Sign,-1,-1,186.98323091612866
Cockroach,3168,Plastered,Love,Trash,Nipple,Poker,Sign,-1,-1,186.78487140045615
Cockroach,4964,Pierced,Buddha,Hoodie,Fishman,Ugly,Sign,-1,-1,186.75854613666826
Overconsume,2498,Devil,Stereo,Redisco,Nipple,Cat,Sign,-1,-1,186.7337310368326
Worm,1549,Devil,Comix,Trash,Bold,Bender,Sign,-1,-1,186.69014079646993
Plastico,6475,Plastered,Robo,Skeleton,Raiden,Wong,Sign,-1,-1,186.66821067589652
Worm,1941,Sticked,Out,Meat,Goblin,Hellraiser,Sign,-1,-1,186.62275913412302
Nail,4874,Jerry,Fish,Boobs,Buddha,Ugly,Sign,-1,-1,186.60935331863044
Halfburger,397,Beated,Love,Blooded,Can,Hellraiser,Sign,-1,-1,186.58664859719755
Poisoned,5352,Bull,Coolglasses,Office,Punk,Orc,Sign,-1,-1,186.52314227388737
Deadcop,5189,Worm,Cry,Hairy,Beaten,Cortes,Sign,-1,-1,186.49844952028027
Oldporn,7367,Plastered,Lens,Skeleton,Raiden,Pierced,Sign,-1,-1,186.4656009753398
Worm,1463,Bushes,Ping,Leopard,Buddha,Rotten,Sign,-1,-1,186.45614007221818
Rottenbottle,7540,Plaster,Comix,Office,Bold,Mask,Sign,-1,-1,186.40881926022925
Overconsume,1607,David,Smoky,Skeleton,Nipple,Bender,Sign,-1,-1,186.3757022800261
Worm,4290,Alex,Feelings,Redisco,Gman,Mask,Sign,-1,-1,186.27007753445133
Poisoned,4950,Beated,Beaten,Haminguay,Malett,Eye,Sign,-1,-1,186.1713684104277
Cockroach,5935,David,Coins,Golden,Buddha,Ugly,Sign,-1,-1,186.14177245252574
Therapist,2736,Worm,Ping,Blooded,Sailor,Cat,Sign,-1,-1,186.04863882103126
Therapist,3500,Smallpig,Insect,VDV,Sailor,Shark,Sign,-1,-1,185.98786527119472
Exwife,489,Beavis,Nosferatu,Cuted,Beaten,Bender,Sign,-1,-1,185.9856952303651
Spider,2201,Vata,Insect,Hoodie,Gman,Texas,Sign,-1,-1,185.94899638161155
Iguana,144,Teenager,Mutated,Armored,Nipple,Dick,Sign,-1,-1,185.93994822006837
Nail,7591,Rat,Cyber,Armored,Sailor,Eye,Sign,-1,-1,185.9399019560889
Hoock,997,Beated,Cyber,Armored,Sailor,Mask,Sign,-1,-1,185.93015608616108
Hoock,6306,Beavis,Coolglasses,Urka,Malett,Yakubovich,Sign,-1,-1,185.89935773764407
Plastico,6572,Jerry,Fu,Shirt,Beaten,Yakubovich,Sign,-1,-1,185.87323778122138
Poisoned,6373,Booger,Nosferatu,Rotten,Bold,Clown,Sign,-1,-1,185.86769191136452
Poisoned,7674,Worm,Fish,Doctor,Goblin,Clown,Sign,-1,-1,185.84355977037097
Cockroach,7719,Worm,Beaten,VDV,Hugo,Cat,Sign,-1,-1,185.82271109418758
Cockroach,6751,Beated,Crybaby,Armored,Beaten,Dick,Sign,-1,-1,185.80751956987885
Mapcross,1971,Ruffo,Love,Skeleton,Babylon,Chappy,Sign,-1,-1,185.78065215792643
Deadcop,4884,Zigzag,Nosferatu,Army,Gman,Rolling stone,Sign,-1,-1,185.76814772603078
Rottenbottle,7133,Vata,Insect,Hoodie,Sailor,Football,Sign,-1,-1,185.74949575928244
Oldporn,3669,Pinoccio,Nosferatu,Urka,Beaten,Football,Sign,-1,-1,185.74878305664313
Rottenbottle,1139,Pinoccio,Fish,Redisco,Cap,Dick,Sign,-1,-1,185.6258625123002
Spider,2933,David,Feelings,Army,Punk,Rotten,Sign,-1,-1,185.60644602540336
Therapist,1671,Pierced,Fu,Rotten,Raiden,Football,Sign,-1,-1,185.59422608518614
Hoock,334,Teenager,Feelings,Meat,Babylon,Ugly,Sign,-1,-1,185.57283966496107
Nail,1682,Beated,Crybaby,Trash,Goblin,Scar,Sign,-1,-1,185.53699117545344
Hoock,4161,Pierced,Blacky,Golden,Babylon,Rotten,Sign,-1,-1,185.52553480334822
Poisoned,4952,Plagued,Cyber,Chair,Hugo,Poker,Sign,-1,-1,185.16898080978072
Deadcop,7397,Plagued,Stringed,Trash,Babylon,Butthead,Sign,-1,-1,185.13084255004313
Iguana,666,Beavis,Mutated,Magnum,Cap,Dick,Sign,-1,-1,185.11571889566102
Hoock,4103,Sticked,Insect,Shirt,Gman,Hellraiser,Sign,-1,-1,185.03121445048214
Hoock,2344,Devil,Insect,Hairy,Babylon,Orc,Sign,-1,-1,185.0183514502991
Therapist,5789,Vata,Smoky,Golden,Buddha,Butthead,Sign,-1,-1,185.0162408604476
Oldporn,1695,Plaster,Hypnotic,Redisco,Sailor,Rolling stone,Sign,-1,-1,184.9560980026754
Exwife,7517,Worm,Crybaby,Rotten,Goblin,Teethout,Sign,-1,-1,184.81332604372952
Nail,3977,David,Fu,Chair,Buddha,Pierced,Sign,-1,-1,184.77963120377186
Hoock,5543,Plastered,Crybaby,Boobs,Raiden,Wong,Sign,-1,-1,184.73194978567582
Deadcop,5140,Jerry,Kitty,Boobs,Cap,Smile,Sign,-1,-1,184.6058315132166
Oldporn,4493,Ruffo,Sleepy,Chair,Can,Rolling stone,Sign,-1,-1,184.55174929509732
Spider,1183,Worm,Coolglasses,Hoodie,Beaten,Yakubovich,Sign,-1,-1,184.4356778028777
Poisoned,3199,Devil,Insect,Skeleton,Gman,Ugly,Sign,-1,-1,184.4286262342021
Plastico,2407,Beavis,Ping,Redisco,Hugo,Dick,Sign,-1,-1,184.40813486326965
Iguana,10,Teenager,Pirato,Chair,Sailor,Smile,Sign,-1,-1,184.3944155176769
Spider,4167,Booger,Rage,Shirt,Can,Mask,Sign,-1,-1,184.36201062570314
Oldporn,3491,Ruffo,Stringed,Office,Sailor,Eye,Sign,-1,-1,184.3311544483835
Therapist,548,Ruffo,Cyber,Chair,Sailor,Teethout,Sign,-1,-1,184.30296293317997
Poisoned,3995,Rat,Nosferatu,Urka,Buddha,Wong,Sign,-1,-1,184.28360803513513
Overconsume,7345,Beavis,Out,Blooded,Bold,Rotten,Sign,-1,-1,184.27003648359604
Overconsume,6533,Vata,Kitty,Hooligan,Can,Dick,Sign,-1,-1,184.20287483384706
Rottenbottle,2318,Pierced,Gentlemen,Trash,Beaten,Mask,Sign,-1,-1,184.1872374828418
Plastico,5361,Devil,Buddha,Hairy,Raiden,Cat,Sign,-1,-1,184.18253663644225
Worm,5518,Alex,Buddha,Chair,Beaten,Disgust,Sign,-1,-1,184.17941743320728
Therapist,4720,Pierced,Rage,Chair,Buddha,Wong,Sign,-1,-1,184.15257864554243
Nail,5364,Bushes,Blacky,Hairy,Bold,Mask,Sign,-1,-1,184.11958184098395
Overconsume,4113,Teenager,Coolglasses,Skeleton,Beaten,Bender,Sign,-1,-1,184.07430621395525
Spider,3773,Worm,Stereo,Cuted,Nipple,Teethy,Sign,-1,-1,184.03315153332582
Exwife,5800,Zigzag,Stringed,Mario,Malett,Cat,Sign,-1,-1,184.00411520763197
Poisoned,7458,Bushes,Smoky,Magnum,Nipple,Mask,Sign,-1,-1,184.00072918421242
Nail,692,Worm,Kitty,Hooligan,Babylon,Shark,Sign,-1,-1,183.91783120501313
Therapist,7890,Plastered,Insect,Hooligan,Nipple,Clown,Sign,-1,-1,183.86014342841582
Hoock,335,Sticked,Smoky,Haminguay,Can,Butthead,Sign,-1,-1,183.84010667140515
Mapcross,4236,Pierced,Nosferatu,Blooded,Buddha,Chi,Sign,-1,-1,183.82858591201622
Spider,5739,Booger,Cyber,Chair,Cap,Teethy,Sign,-1,-1,183.75098017408175
Nail,3803,Smallpig,Stereo,Rotten,Hugo,Cat,Sign,-1,-1,183.7069445854808
Worm,6659,Beated,Rage,Office,Punk,Chi,Sign,-1,-1,183.57441484290084
Poisoned,1572,Alex,Buddha,Chair,Hugo,Smile,Sign,-1,-1,183.54987740416257
Therapist,2432,David,Pirato,Chair,Buddha,Chappy,Sign,-1,-1,183.50363188731345
Spider,5167,Bushes,Wide,Meat,Sailor,Teethy,Sign,-1,-1,183.43913840703104
Spider,4653,Teenager,Feelings,Chair,Gman,Yakubovich,Sign,-1,-1,183.4363314125418
Therapist,3007,Booger,Insect,Armored,Gman,Football,Sign,-1,-1,183.38201708466073
Exwife,7609,Sticked,Fu,Chair,Gman,Pierced,Sign,-1,-1,183.30537782925603
Poisoned,3691,Alex,Nosferatu,Office,Babylon,Hellraiser,Sign,-1,-1,183.29378598849922
Exwife,3308,Alex,Love,Rotten,Sailor,Pierced,Sign,-1,-1,183.28346790923118
Halfburger,2995,Beated,Sleepy,Magnum,Malett,Rotten,Sign,-1,-1,183.264154038775
Therapist,3689,Zigzag,Mutated,VDV,Babylon,Chi,Sign,-1,-1,183.2496169157807
Halfburger,3673,Zigzag,Buddha,Doctor,Buddha,Mask,Sign,-1,-1,183.19175336760955
Worm,7050,Pinoccio,Kitty,Hairy,Malett,Rotten,Sign,-1,-1,183.19028448040203
Plastico,1406,Smallpig,Stereo,Boobs,Hugo,Cortes,Sign,-1,-1,183.11530092923994
Mapcross,2546,Plastered,Robo,Rotten,Goblin,Eye,Sign,-1,-1,183.09769848535112
Deadcop,1882,Beated,Kitty,Haminguay,Hugo,Rotten,Sign,-1,-1,183.0973874510319
Worm,4187,Booger,Crybaby,Urka,Gman,Butthead,Sign,-1,-1,183.01523831083165
Spider,5151,Bushes,Wide,Meat,Hugo,Teethy,Sign,-1,-1,182.99574951814216
Cockroach,5400,Jerry,Ping,Mario,Cap,Orc,Sign,-1,-1,182.95325258628932
Deadcop,6464,Alex,Hypnotic,Hoodie,Nipple,Clown,Sign,-1,-1,182.9472128373892
Nail,1637,Plagued,Smoky,Golden,Punk,Bender,Sign,-1,-1,182.93558737505523
Plastico,4418,Beavis,Cry,Doctor,Gman,Eye,Sign,-1,-1,182.93143172197952
Therapist,3839,Worm,Buddha,Magnum,Cap,Bender,Sign,-1,-1,182.84823873986608
Halfburger,2732,Worm,Smoky,Cuted,Beaten,Poker,Sign,-1,-1,182.83512641021989
Plastico,5910,Jerry,Cry,Shirt,Nipple,Wong,Sign,-1,-1,182.8240346097928
Oldporn,3009,Bushes,Insect,Office,Beaten,Ugly,Sign,-1,-1,182.8221443269949
Rottenbottle,6705,Alex,Cry,Leopard,Nipple,Dick,Sign,-1,-1,182.80372074203277
Mapcross,7222,Pierced,Pirato,Redisco,Goblin,Mask,Sign,-1,-1,182.79143408530902
Spider,1142,Plagued,Comix,Magnum,Malett,Rotten,Sign,-1,-1,182.73105471994316
Exwife,2314,Worm,Stringed,Army,Punk,Poker,Sign,-1,-1,182.71460575499526
Worm,3846,Pinoccio,Gentlemen,Meat,Goblin,Teethout,Sign,-1,-1,182.68665806469753
Plastico,2008,Bull,Tripple,Leopard,Bold,Bender,Sign,-1,-1,182.61841387956636
Plastico,3323,Jerry,Mutated,VDV,Hugo,Teethy,Sign,-1,-1,182.49390669958592
Halfburger,1247,Pinoccio,Out,Chair,Malett,Chappy,Sign,-1,-1,182.44703084379154
Poisoned,1037,Plagued,Sleepy,Meat,Nipple,Disgust,Sign,-1,-1,182.41914047940773
Mapcross,1564,Bigppig,Love,Cuted,Punk,Hellraiser,Sign,-1,-1,182.40543879808072
Oldporn,6755,Jerry,Mutated,Haminguay,Beaten,Disgust,Sign,-1,-1,182.34411869240176
Oldporn,1947,Vata,Feelings,Chair,Beaten,Chappy,Sign,-1,-1,182.34193101981495
Oldporn,912,Plastered,Tripple,Redisco,Goblin,Bender,Sign,-1,-1,182.34112845674667
Overconsume,4549,Zigzag,Hypnotic,VDV,Hugo,Teethy,Sign,-1,-1,182.30119607235062
Mapcross,3513,Plaster,Buddha,Blooded,Can,Eye,Sign,-1,-1,182.26529673979698
Deadcop,3812,Plaster,Lens,Skeleton,Hugo,Mask,Sign,-1,-1,182.10491277909532
Rottenbottle,2440,Rat,Out,Meat,Hugo,Chappy,Sign,-1,-1,182.09466082412666
Halfburger,5539,Rat,Out,Meat,Gman,Wong,Sign,-1,-1,182.02535211600943
Mapcross,1562,Booger,Comix,Mario,Sailor,Rotten,Sign,-1,-1,181.92333794608882
Worm,2793,Ruffo,Gentlemen,Leopard,Raiden,Shark,Sign,-1,-1,181.90686446112963
Halfburger,380,Booger,Out,Meat,Babylon,Teethy,Sign,-1,-1,181.85962842092232
Rottenbottle,704,Beavis,Nosferatu,Mario,Gman,Scar,Sign,-1,-1,181.85954260321844
Rottenbottle,3956,Zigzag,Feelings,Hooligan,Hugo,Mask,Sign,-1,-1,181.84989607787654
Deadcop,7581,Alex,Nosferatu,Office,Goblin,Hellraiser,Sign,-1,-1,181.7981920127195
Overconsume,3017,Bull,Love,Leopard,Cap,Smoke,Sign,-1,-1,181.78665043917735
Poisoned,3921,Devil,Hypnotic,Redisco,Nipple,Yakubovich,Sign,-1,-1,181.72064453447135
Spider,7429,Teenager,Sleepy,Skeleton,Raiden,Poker,Sign,-1,-1,181.70694052334528
Therapist,7893,Booger,Coins,Golden,Beaten,Teethout,Sign,-1,-1,181.6817366502506
Poisoned,3028,David,Robo,Chair,Hugo,Rolling stone,Sign,-1,-1,181.63393097903636
Cockroach,4432,Plagued,Wide,Skeleton,Nipple,Eye,Sign,-1,-1,181.5773239761433
Plastico,3013,Pierced,Lens,Chair,Buddha,Lui,Sign,-1,-1,181.56635600709762
Deadcop,2811,Pinoccio,Fish,VDV,Bold,Eye,Sign,-1,-1,181.55149412584203
Exwife,5567,Devil,Out,Boobs,Babylon,Rotten,Sign,-1,-1,181.53512029752554
Poisoned,2968,Bull,Mutated,Urka,Nipple,Chi,Sign,-1,-1,181.5249118195745
Rottenbottle,5953,Booger,Insect,Doctor,Punk,Chappy,Sign,-1,-1,181.47822091206658
Deadcop,2257,Vata,Lens,Blooded,Raiden,Disgust,Sign,-1,-1,181.47564507569913
Overconsume,5794,Vata,Coolglasses,Blooded,Cap,Butthead,Sign,-1,-1,181.4559286778401
Iguana,504,Booger,Feelings,Chair,Can,Wong,Sign,-1,-1,181.4096876919668
Iguana,460,Plastered,Coolglasses,Golden,Sailor,Eye,Sign,-1,-1,181.3774985117125
Rottenbottle,7548,Worm,Stringed,Cuted,Beaten,Cat,Sign,-1,-1,181.35006509171131
Spider,7467,Plastered,Love,VDV,Malett,Shark,Sign,-1,-1,181.3465305818425
Deadcop,2953,Pinoccio,Coolglasses,Armored,Nipple,Dick,Sign,-1,-1,181.21259658435898
Plastico,3749,Bushes,Stereo,Rotten,Punk,Chappy,Sign,-1,-1,181.19380422066072
Nail,6809,Plaster,Gentlemen,Shirt,Gman,Eye,Sign,-1,-1,181.15128549812275
Overconsume,6931,Teenager,Fish,Hooligan,Malett,Mask,Sign,-1,-1,181.1389792317057
Worm,1062,Pinoccio,Insect,VDV,Beaten,Scar,Sign,-1,-1,181.12856872620816
Nail,7780,Alex,Stringed,Redisco,Goblin,Butthead,Sign,-1,-1,181.0580590531645
Therapist,5706,David,Crybaby,Armored,Beaten,Eye,Sign,-1,-1,181.02643819953832
Poisoned,7910,Ruffo,Stereo,Urka,Malett,Leo,Sign,-1,-1,181.010883374692
Cockroach,3496,Bigppig,Wide,Leopard,Goblin,Eye,Sign,-1,-1,181.0059652333007
Spider,7028,Plastered,Tripple,Golden,Sailor,Eye,Sign,-1,-1,180.98080133633883
Spider,555,Worm,Cry,Hooligan,Bold,Rolling stone,Sign,-1,-1,180.97600859119237
Plastico,620,Booger,Insect,Hooligan,Gman,Football,Sign,-1,-1,180.94430930811322
Poisoned,279,Beavis,Coolglasses,VDV,Goblin,Butthead,Sign,-1,-1,180.79440659710824
Therapist,1479,Booger,Blacky,Hairy,Hugo,Eye,Sign,-1,-1,180.7893347732614
Deadcop,6319,Worm,Cry,Leopard,Sailor,Disgust,Sign,-1,-1,180.69806102217885
Halfburger,6846,Worm,Kitty,Armored,Gman,Yakubovich,Sign,-1,-1,180.67417768791597
Overconsume,2421,Vata,Smoky,Redisco,Nipple,Shark,Sign,-1,-1,180.64094545530958
Mapcross,4136,Beated,Hypnotic,Leopard,Sailor,Pierced,Sign,-1,-1,180.59943587173044
Overconsume,824,Pierced,Love,Hooligan,Sailor,Cortes,Sign,-1,-1,180.59609706274264
Nail,2083,Bushes,Tripple,Magnum,Raiden,Ugly,Sign,-1,-1,180.59136000481175
Therapist,7738,Booger,Out,Meat,Sailor,Smile,Sign,-1,-1,180.58757448411134
Overconsume,1833,Plastered,Pirato,Rotten,Malett,Dick,Sign,-1,-1,180.57302957557658
Therapist,1227,Plaster,Love,Armored,Sailor,Scar,Sign,-1,-1,180.56248818608358
Oldporn,1619,Plastered,Stereo,Redisco,Bold,Scar,Sign,-1,-1,180.5135009801838
Iguana,4781,Rat,Blacky,Cuted,Raiden,Smile,Sign,-1,-1,180.5074299886892
Nail,7970,Teenager,Love,Redisco,Gman,Teethout,Sign,-1,-1,180.4914197489825
Worm,3053,Jerry,Fish,VDV,Hugo,Yakubovich,Sign,-1,-1,180.46183020615908
Therapist,3912,Teenager,Insect,Magnum,Nipple,Orc,Sign,-1,-1,180.45730321307
Exwife,2324,Plastered,Rage,Hooligan,Punk,Mask,Sign,-1,-1,180.45252700213862
Overconsume,2512,Worm,Stringed,Leopard,Hugo,Football,Sign,-1,-1,180.43624424142317
Therapist,5902,Vata,Hypnotic,Rotten,Goblin,Hellraiser,Sign,-1,-1,180.40906819955356
Worm,453,Worm,Pirato,Doctor,Punk,Chappy,Sign,-1,-1,180.3073980937852
Cockroach,1027,Rat,Coolglasses,Trash,Babylon,Texas,Sign,-1,-1,180.29055919818006
Overconsume,285,Ruffo,Love,Skeleton,Beaten,Smile,Sign,-1,-1,180.28732960481065
